리뷰,날짜,업소명,지역
제주도 해비치호텔최고 👍 입니다편안하게맛있는 음식 즐기며 잘쉬다왔어요더보기,2023-12-09,해비치 호텔&리조트 제주,제주
바다뷰 방만 받았었어요. 근데 이번에 한라산뷰로 받았는데 와.. 바다뷰보다 훨씬 좋았어요!,2023-06-24,해비치 호텔&리조트 제주,제주
올여름 표선해비치호텔 호캉스수영장 썬베드에 누워밤하늘에 별들과 시원한 밤 바람을 잊을수가 없어요,2023-08-07,해비치 호텔&리조트 제주,제주
디너뷔페 엄청 잘 먹었습니다. 뷰도 좋아서 더욱 맛있었습니다!!하나하나 즐겨가며 먹었습니다!,2023-07-05,해비치 호텔&리조트 제주,제주
해비치만의 매력이 정말 있어요 룸 업그레이드 해주셔서 둘이서 아주 넓게 잘 사용했어요 룸서비스는 치킨보단 흑돼지 김치찌개 강추 .. 🥹직원분들이 정말 친절하세요,2023-08-29,해비치 호텔&리조트 제주,제주
엄청 친절하고 좋아요,2023-10-24,해비치 호텔&리조트 제주,제주
언제나 와도 좋은 해비치호텔~ 한달살고 싶다 ㅋ,2023-08-25,해비치 호텔&리조트 제주,제주
좋아요,2023-12-19,해비치 호텔&리조트 제주,제주
깔끔하고  산책하기 좋아요.바닷길로 산책하니 조용하니 맘에 들어요.아침도  맛있게  먹었네요.2박  잘 쉬고  잘 놀다 갑니다^^다음 기회에  다시 올께요^♡♡^더보기,2023-05-21,해비치 호텔&리조트 제주,제주
이틀에 거의 숙박만 백. 조식 별도 구매함. 수영장때문에 구매했음장점 ; 수영장 실내 실외있음.          산책할수 있는 길와 바다도 있음.           아이들.즐길수 있는 키카와 오락실 편의점있음단점 ; 가격대비 수질상태 별로.물때....그리고 물도 좀 참. 야외 이어져있어서 온도가 낮아지는 듯 춥고 물때에... 가격대비 수질 실망하지만 뷰도 좋고 시설도 좋고 빵도 맛있고 호텔 자체는.참 이쁘고.좋음더보기,2023-06-03,해비치 호텔&리조트 제주,제주
룸 컨디션 나쁘지 않고 직원들 친절해요 조경관리가 잘돼있어서 산책하기도 좋구요,2023-06-07,해비치 호텔&리조트 제주,제주
해비치호텔조용하고깨끗하고친절해요더보기,2023-07-08,해비치 호텔&리조트 제주,제주
더이상 예쁜 마카롱 안 팔아서 아쉽지만 ㅜㅜㅜ빵이 넘 맛있는 곳이예요 🤤,2023-07-08,해비치 호텔&리조트 제주,제주
휴가다녀왔는데 즐길거리도 많고 잘 쉬다왔습니다,2023-08-11,해비치 호텔&리조트 제주,제주
침구편하고 욕실도 넓어서 좋았어요체크인시 사람들이 한꺼번에 몰려 기다리기 좀 지루했는데 친절하게 응대해 주셨어요몸이 안좋아서 룸서비스로 한식 두종류 시켰는데 밥이 둘다 떡밥이라 좀 실망,2023-08-20,해비치 호텔&리조트 제주,제주
마고 딸기케이크 맛있어요,2024-01-05,해비치 호텔&리조트 제주,제주
1층 베이커리에서 카야브레드 먹었는데 예상밖으로 너무 맛있어서 오늘 다시 갈 예정입니다 ㅎㅎㅎㅎㅎㅎㅎ,2023-08-27,해비치 호텔&리조트 제주,제주
맛있어요,2023-12-30,해비치 호텔&리조트 제주,제주
😊,2023-12-12,해비치 호텔&리조트 제주,제주
치킨이 아주 맛있어요~,2023-08-28,해비치 호텔&리조트 제주,제주
침대가 편하고 시원하게 쉬다왔습니다,2023-06-25,해비치 호텔&리조트 제주,제주
해비치는 당연히 좋음.호텔 빵집 빵이 맛있다더니 진짜루 맛남.,2023-05-21,해비치 호텔&리조트 제주,제주
"4인가족이어서 패밀리룸으로 예약했어요. 방이 깨끗하고 따뜻하고 좋았어요. 2월인데도 실내, 실외 수영장에 사람도 꽤 있고 온천탕이 있어서 실외도 괜찮았어요. 2시간 잼나게 놀았네요. 조식도 넘 맛있었어요.",2023-02-09,해비치 호텔&리조트 제주,제주
너무 맛있습니다 이틀 연속 갔어요 ㅎㅎㅎ,2023-08-28,해비치 호텔&리조트 제주,제주
해비치는 아름다운 표선 바다를 품고 있는 호텔년식에 비해 컨디션 관리는 최상 그리고 가족들과 함께 가기 좋은 호텔 리조트,2023-04-17,해비치 호텔&리조트 제주,제주
이번 여행중에 가장 맛이 없던 음식점이에요…비와서 저녁에 나가기 부담돼서 갔는데 ㅠㅠ친절하하시고 다 좋았는데 맛이 없어요 ㅠㅠㅠ맥주는 호텔이라 1만원….가격을 떠나서 계란찜도 비린맛나고 ㅠㅠㅠ 놀랫어요 ㅠㅠㅠ더보기,2023-06-03,해비치 호텔&리조트 제주,제주
액스트라베드 이용하느라 결제했는데직원분들이 너무 친절했어요.바닷가뷰가 너무 좋고 조식이 진짜맛있어서 아침부터 과식했네요.,2023-04-20,해비치 호텔&리조트 제주,제주
너무좋았던 제주해비치!! 두번째 해비치였는데 아이가 수영장을 너무 좋아했어요! 다음에도 또 해비치 가자고하네요~수영장 조식 객실 모두 만족합니다 조용하게 가족끼리 머물수있는 곳이라 좋습니다,2023-05-12,해비치 호텔&리조트 제주,제주
룸으로 올라가는 일리베이터에서 바라보는 건물낵부가 멋진 건 물론이고 직원들이 모두 너무 친절해요 침구도 정말 구입하고 싶은 마음 굴뚝같이 너무 편해서 꿀잠잤구요 조식이랑 석식도 음식이 잘나오고 맛있어요,2023-02-14,해비치 호텔&리조트 제주,제주
너무 잘 쉬다 왔습니다.다들 너무 친절하셔서 기분 좋았어요~방도 넓고 침구도 좋고 화장실도 좋구요~수영장 사우나 조식 호텔인테리어 다 맘에 들어요:)즐거운 시간 보내다 왔네요~더보기,2023-07-14,해비치 호텔&리조트 제주,제주
호캉스하기좋은곳이에요,2023-09-25,해비치 호텔&리조트 제주,제주
정원 산책하기도 좋고 바로 앞 바다뷰도 멋져요~,2023-06-02,해비치 호텔&리조트 제주,제주
편하니 쉬었다 왔는데  이제 곧  리모델링에  들어간다고 합니다,2023-07-15,해비치 호텔&리조트 제주,제주
해비치 팜.스카이코스 넘좋았습니다.드라이빙캐디님도 너무 퐈이팅이 넘치고 즐겁게 란딩하고 왔어요.,2023-05-11,해비치 호텔&리조트 제주,제주
아주 친절하고 깨끗하고 좋음 자주와서 좋음,2023-04-16,해비치 호텔&리조트 제주,제주
여기는 진짜 조식이 탑이에요.바닷가 보면서 아침식사할수있어서 좋았구.야채도 싱싱하고 음식이 많은건아니지만 다 먹을만해서 아침부터 과식을했네요.이틀먹었는데 음식변경은거의없고요.음식 비지않게 관리잘해주고 아이스커피가 마있으니 꼭!드세요.,2023-04-21,해비치 호텔&리조트 제주,제주
친절하지 않음. 수영장 너무 낡음. 온돌은 넓은 그냥 방. 별하나 빼도 될듯,2023-12-09,해비치 호텔&리조트 제주,제주
비오는날해비치에서 조식훌륭했어요,2023-05-30,해비치 호텔&리조트 제주,제주
정원이 잘가꾸어져있고 유유자적하기 좋은곳 직원들도 친절하고 좋아요,2023-05-22,해비치 호텔&리조트 제주,제주
방도 넓고 깨끗하고 서비스도 다 너무 만족스러웠습니다 다음에 또 묵고싶어요!!,2023-06-17,해비치 호텔&리조트 제주,제주
해비치 또 올게요넘 좋아요,2023-06-19,해비치 호텔&리조트 제주,제주
아직 오픈한 지 오래 안 되어서 그런지 조금 응대가 서툴렀지만 친절하셨어요. 요즘 음식점들이 너무 가격이 많이 나가서 이럴 거면 좋은 데 가서 먹자 하고 왓는데 배불리 잘 먹고 가요트러팔 파스타랑 뇨끼가 맛있어요!,2023-03-01,해비치 호텔&리조트 제주,제주
호캉스 하기 좋아용,2023-08-11,해비치 호텔&리조트 제주,제주
초딩 어린이 조식 36000원,2023-08-24,해비치 호텔&리조트 제주,제주
,2023-12-18,해비치 호텔&리조트 제주,제주
평일이라...한산하게 좋았습니다,2023-06-27,해비치 호텔&리조트 제주,제주
맛있게 잘먹었습니다. 깔끔한 맛이에요,2023-08-03,해비치 호텔&리조트 제주,제주
항상 올때마다 좋네요.,2023-09-17,해비치 호텔&리조트 제주,제주
5성급 호텔들 중에서도 개인적으로는 아주 만족스러웠습니다. 호텔 환경이나 직원분들 서비스가 너무 좋았고 조식도 맛있게 먹었어요. 바로 앞이 바다라 뷰는 말할것도 없네요 다음에 또 가고 싶은 곳이에요,2023-02-24,해비치 호텔&리조트 제주,제주
키즈카페등 놀거리 많아 좋았고 조식도 맛있었습니다. 다만  수영장에서가 불편했어요아이는 수영하면서 배고파하는데  매점이 운영이 안되어.. 먹을거리 판매도 안되는데 과자하나먹는것도 외부음식 안된다고만 하고 결국 중단하여  놀지못하고 서둘러나왔네요.. 그부분이 참 아쉬웠어요,2023-07-16,해비치 호텔&리조트 제주,제주
피아노연주들으며 한잔하기 딱이었어요ㅡ,2023-06-25,해비치 호텔&리조트 제주,제주
뷰 좋고 식당 좋고 친절하고 넘 만족하는 숙소입니다! 조식/브런치/석식 뷔페 다 좋아요..비싸지만요^^ 수영장 테니스장도 좋았어요~,2023-05-11,해비치 호텔&리조트 제주,제주
일상으로 복귀하면 전쟁같은 삶이 기다리고 있지만 오롯이 둘만의 오감을 만끽할 수 있는 제주도 여행.해비치는 누가 그 뜻을 알려주지 않아도 우리를 해가 비추어준다는 뜻이라고 온전히 느낄 수 있었다.호텔 안 섬모라에서 판매하는 다양하고 질좋은 와인과 곁들인 연 창문 안으로 퍼지는 파도의 선율과 인 다이닝 룸 디너.와이프와 과거와 푸른밤 내일을 소설처럼 이야기하는 제주도의 푸른 밤.해비치에 머무르신다면 조식을 꼭 드시기 바란다.와이프와 조식을 즐기며 긴긴 시간 시시콜콜한 정담을 나누기 좋아하지만해비치의 조식 시간에 맞추어 일어나는 순간부터 운명처럼 제주도 해변을 손잡고 발맞추어 걷고 있는 우리가 영원하길 바란다.태양으로하여 비롯된 여정. 와이프와 오롯이 만끽할 인생을 축하해주어 감사합니다.더보기,2023-02-07,해비치 호텔&리조트 제주,제주
"가족여행 3박으로 해비치를 선택한건 정말 좋은 선택이였어요!표선이라 조용히 잘 쉴수있었고 성산가서 바람쐬기 가깝구요.수영장은 실,내외 수온도 좋았고밤 늦게까지 운영해서 일정에 쫓기지않고 즐길수 있었습니다.조식(리조트 이디)은 메뉴, 서비스에 비해 가격이 조금 비싼듯 느껴졌어요.빈접시도 빨리 치워주지않아서 4인 테이블에서 4인이 먹기 조금 불편했습니다.더보기",2023-01-31,해비치 호텔&리조트 제주,제주
표선 해수욕장이 보이는 방이였어요.밤에 체크인 해서 몰랐는데 아침에 일어나니 바다가 한눈에 보이는 멋진 뷰네요.🤩해비치는 올때마다 아늑하고 좋아요.,2023-05-01,해비치 호텔&리조트 제주,제주
편안히 잘쉬고 주위의 뷰 또한 멋지고 조용하니 힐링하기 멋진곳이기에 최고~~,2023-04-13,해비치 호텔&리조트 제주,제주
뷰가 너무 이쁘고 깨끗하고 너무 만족했던 호텔입니다^^,2023-08-20,해비치 호텔&리조트 제주,제주
역시 애기랑은 해비치가 최고네요,2023-06-12,해비치 호텔&리조트 제주,제주
역시 해비치입니다,2023-09-14,해비치 호텔&리조트 제주,제주
치킨과 커피 존맛탱,2023-05-04,해비치 호텔&리조트 제주,제주
,2023-08-22,해비치 호텔&리조트 제주,제주
"해비치 특유의 분위기가 너무 좋아 두번째 방문 했어요~근데 날이 안좋아서 야외수영장 운영을 안해서 아쉬웠어요,, 마지막주 월요일?에 야외수영장 운영 안해서 2박중에 퇴실전만 이용 가능해서 너무 아쉬웠어요~그래도 직원분들 친절하셔서 기분 좋았던 곳입니다.",2023-06-27,해비치 호텔&리조트 제주,제주
2일연박으로 예약했는데 룸 컨디션도 너무좋고침구가 진짜 미쳤어요..조식도 너무맛있고 수영장도 완벽하고..호텔에 부족한게 없네요.정말 잘 쉬다갑니다.👍🏻👍🏻더보기,2023-02-10,해비치 호텔&리조트 제주,제주
인테리어 너무 이쁘고 한적하니 너무 좋아여.단점은 근처에 맛집이 별로 없어요호텔자체는 너무  조아요,2023-05-26,해비치 호텔&리조트 제주,제주
이쁘고 맛있는 음식 잘 먹었어요,2023-04-16,해비치 호텔&리조트 제주,제주
아기와 묵기에 좋았습니다. 조식은최고구요. 무조건 오션뷰로 하세요,2023-04-08,해비치 호텔&리조트 제주,제주
"해산물 회 맛있는곳 음료가 없어 아쉬웠지만 초밥,디저트 케익류 강추",2023-03-25,해비치 호텔&리조트 제주,제주
🏨🌿,2023-08-24,해비치 호텔&리조트 제주,제주
맛나용,2023-08-24,해비치 호텔&리조트 제주,제주
,2023-08-22,해비치 호텔&리조트 제주,제주
"결혼1주년기념, 태교여행으로즉흥 제주도와서 예약했어여임신해서 수영장 이용 못한건 아쉬웠지만5월에 아기낳고 또올거예요!👶🏻주변에 해수욕장도 있고호텔이 확실히 조용해요더보기",2023-03-04,해비치 호텔&리조트 제주,제주
"아이와 함께한 제주여행이었는데, 좋은기억 추억안고 돌아왔어요. 다시제주를간다며 또 해비치로 가려구요",2023-05-14,해비치 호텔&리조트 제주,제주
하노루 음식 너무 맛있어요~~~모든 반찬도...bbbb음식을 못 찍어 아쉽지만 돈이 전혀 아깝지 않아요~~,2023-06-22,해비치 호텔&리조트 제주,제주
소금빵 좋아하는 아이가 아침으로 맛있게 먹었어요.여기 빵은 전체적으로 다 맛있는거 같아요.😃,2023-04-30,해비치 호텔&리조트 제주,제주
조식뷔페 먹을것도 많고 좋았어요,2023-04-03,해비치 호텔&리조트 제주,제주
조식 석식 다 잘 나와요정말 맛있어요~ 특히 쌀국수 정말 맛있게 먹었고 커피는 정말 부드러운 내 스타일의 라떼였어요^^ 최고예요!!,2023-02-13,해비치 호텔&리조트 제주,제주
해비치호텔 케이크는 진짜 맛있습니다 !,2023-05-13,해비치 호텔&리조트 제주,제주
기대하고 갔던만큼 너무 좋았어요❤️너무 깔끔하고 인테리어도 멋지고체크인도 빠르게 처리 해주셨습니다~무엇보다 모든 직원분들의 친절함이 감동이였네요ㅎㅎ더보기,2023-02-13,해비치 호텔&리조트 제주,제주
부모님 부부 아이 다섯명이서 패밀리스위트 이용했어요충분히 잘 이용했습니다룸컨디션 서비스 모두 만족했습니다샤워실 벽에 청소 안된부분이 한군데 있긴 했습니다..더보기,2023-06-20,해비치 호텔&리조트 제주,제주
가격이 조금 비싸다는 것과 주변에 다른 식당이 없다는 거 빼면 아주 호텔은 완벽해요,2023-07-07,해비치 호텔&리조트 제주,제주
조용하고 깔끔쉬었다 가기 너무 좋아요카페 빵도 맛있네요,2023-05-08,해비치 호텔&리조트 제주,제주
제가 다녀온 곳은 여기가 아니라 중심 명동인데...중심 명동 넘 좋았습니다.,2023-07-13,해비치 호텔&리조트 제주,제주
굿,2023-08-05,해비치 호텔&리조트 제주,제주
수영장 실내외 다 좋았어요. 실내는 수모 필수이고 카운터에서 유료대여되나~ 우린 그냥 실외에서 놀았네요. 근데ㅡ 실내에 수모. 캡 안쓰고 수영하는 분들 몇있던데ㅡ 제지안하더라구요? 실외 밖은 추우나 자쿠지도 있고 나쁘지않았어요. 단 탈의실이 완전좁고 시설이ㅠ 가운입고 객실가서 씻으심 편해요. 여자.남자 사우나는 진짜 최고였어요. 년450이던데ㅡ 진짜 해비치 사우나 다니고싶네요ㅎ,2023-02-14,해비치 호텔&리조트 제주,제주
뷰가 참좋아요,2023-06-06,해비치 호텔&리조트 제주,제주
너무 너무 좋아요 ~~,2023-08-07,해비치 호텔&리조트 제주,제주
시설도 깨끗하고조식도 좋고지인들이랑 가족 모임에 좋네요.여름에 다시 방문하고 싶네요.더보기,2023-03-04,해비치 호텔&리조트 제주,제주
"해안뷰 너무 분기좋고, 전망도 정말 좋아요",2023-06-06,해비치 호텔&리조트 제주,제주
좋아요.  야외수영장도 가능해요.,2023-11-18,해비치 호텔&리조트 제주,제주
제주도 다녀봐도 여기만한 뷰가 없더라구요. 뷔페도 맛있구요. 근처에 식당도 많이 있어 자주가는 호텔입니다.,2023-03-08,해비치 호텔&리조트 제주,제주
에스프레소 맛 환상적시럼 듬뿍 넣고 먹으면잠이 확 달아남강추예요더보기,2023-06-15,해비치 호텔&리조트 제주,제주
잘쉬다 왔습니다,2023-11-23,해비치 호텔&리조트 제주,제주
조아요,2023-09-27,해비치 호텔&리조트 제주,제주
직원분들이 너무 친절해요. 수영장도 애들 놀기 좋구요,2023-07-02,해비치 호텔&리조트 제주,제주
좋아요,2023-09-24,해비치 호텔&리조트 제주,제주
정말굿굿,2023-12-10,해비치 호텔&리조트 제주,제주
너무 좋은 숙소에요인프라가 좋아요제주가면 계속 숙박하고 싶은 곳이에요,2023-03-01,해비치 호텔&리조트 제주,제주
주방 화장실에 초파리가 있어요리조트 주방 환풍기 보고 기절할뻔...거실 화장실 물 수압도 너무 낮아요씻기 불편했어요더보기,2023-04-30,해비치 호텔&리조트 제주,제주
조식 맛잇고 깔끔해용 !!,2023-06-27,해비치 호텔&리조트 제주,제주
부모님이랑 점심 먹으러 갔는데 정말 음식하나하나 정성가득 한게 느껴졌고너무너무 맛있어요 부모님 입맛이 까다로운데모두 정말 만족하셨고 직원분들도 모두 친절하시고나중에 재방문의사100프로에요더보기,2023-02-10,해비치 호텔&리조트 제주,제주
유명하다는.빵집. 일찍 안가면 못먹어요 초콜릿사달라해서 한개에 3000원. 2틀숙박하면서 5개... ㅋㅋㅋ,2023-04-06,해비치 호텔&리조트 제주,제주
제주도 올때마다 묵는 숙소인데 아이들과 가기 좋아요 지하에 아이들이 놀만한 시설이 있어 좋아요~,2023-06-11,해비치 호텔&리조트 제주,제주
결기여행중 직원분들 친절하시고 깨끗하고 좋아요~,2023-03-14,해비치 호텔&리조트 제주,제주
해비치 뭐 말해뭐하나요너무 뷰좋은곳에 한적하게 쉬다오기참 좋은곳이죠주변 상권이 조금 약한게 아쉽다면..호텔동은 깔끔하나리조트동은 오래된 인테리어에요2023년 첫 일출을 본곳더보기,2023-01-03,해비치 호텔&리조트 제주,제주
수영장 이용했어요~,2023-06-16,해비치 호텔&리조트 제주,제주
해비치 처음 오는데 5성급답게 좋네요❤️연식이 있어도 관리가 잘되고 있는게 느껴집니다,2023-03-30,해비치 호텔&리조트 제주,제주
좋아요,2023-12-10,해비치 호텔&리조트 제주,제주
딸기빙수~~ 맛있어요,2023-04-16,해비치 호텔&리조트 제주,제주
시설 진짜 좋아요~,2023-04-12,해비치 호텔&리조트 제주,제주
마고베이커리 최고에요,2023-06-22,해비치 호텔&리조트 제주,제주
"표선쪽 여행하면서 처음가본곳인데, 리조트는 가족들이랑 오기에 좋아요. 다만 단체가 많아 전반적으로 시끄럽고 정신없긴 했네요ㅠ 그래도 아이들을위한 공간이 재법있어 2박3일 잘 쉬고 왔어요^^",2023-03-16,해비치 호텔&리조트 제주,제주
좋아요,2023-09-12,해비치 호텔&리조트 제주,제주
"몇년전 여름휴가때 리조트 이용해보고 좋아서 이번 5월에 부모님 모시고 다녀왔습니다.하지만 이번에는 룸 컨디션도 너무 낡았고, 특히 조식부페 이용시 불쾌했어요.조식 이용시 일회용비닐장갑 이용하라고 입구에서 안내받지 못했고 몰라서 그냥 이용한건데 엄청 민망하게 주의를 주시더군요. 그리고 조리실 환풍기를 사용하지 않는것인지 테이블에서 매운냄새가 나서 기침이 났어요.규모가 큰곳이라 서비스에 일관성있을거라 생각하고 갔는데 실망입니다.더보기",2023-05-09,해비치 호텔&리조트 제주,제주
중문이 질리거나 동쪽 동선에 스테이하면 좋을 듯.로비 분위기도 좋아서 일단 들어가면서 기분이 좋아짐. 로비 식당 특히 밀리우는 음식도 좋고 특히 분위기나 직원들의 세심한 서비스가 굿.,2023-03-04,해비치 호텔&리조트 제주,제주
5월에도 수영장 운영해요!직원분들이 다 친절하시고 방이 넓어요리조트에 있는 돼지고기집 현대카드 10프로 할인돼서 4명 16만원 나왔습니다,2023-05-02,해비치 호텔&리조트 제주,제주
"2박으로 해비치를 선택한건 정말 좋은 선택이였어요! 표선이라 조용히 잘 쉴수있었고 성산가서 바람쐬기 가깝구요. 수영장은 실,내외 수온도 좋았고 밤 늦게까지 운영해서 일정에 쫓기지않고 즐길수 있었습니다. 조식(리조트 이디)은 메뉴, 서비스에 비해 가격이 조금 비싼듯 느껴졌어요.",2023-02-14,해비치 호텔&리조트 제주,제주
,2023-06-06,해비치 호텔&리조트 제주,제주
"분위기 좋고 예쁘고 다 좋았는데, 변기가 고장나 물이 새서 직원이 고치러 왔어요. 온 가족 쉬는데 한참 작업하고 다 수리했다며 가셨고 딱히 사과도 서비스도 없이 끝났네요.",2023-04-20,해비치 호텔&리조트 제주,제주
좋아요,2023-09-03,해비치 호텔&리조트 제주,제주
뷰가 환상 입니다  깨끗함은 당근 이고요 친절하기 까지 하니 ~완전 좋아요  서비스~~,2023-05-25,해비치 호텔&리조트 제주,제주
맛있는 식사와 매력적인 객실과 로비분위기.제주도에서 잘 쉬다갑니다 ~^^,2023-02-13,해비치 호텔&리조트 제주,제주
"수영장, 뷰, 부페 특히 석식 너무 좋으네요. 또 가고 싶어요",2023-02-19,해비치 호텔&리조트 제주,제주
표선해수욕장 인근이라서 산책하기 좋습니다. 룸은 넓은데 연식이 있고 카펫 바닥이라 먼지가 있습니다. 조식 대신 브런치로 변경해서 먹었는데 맛있어요,2023-02-23,해비치 호텔&리조트 제주,제주
멤버십 남은카드 쓰려고 방문. 스위트로 업글. 거실도 넓고 방도 욕실도 2개라 더 좋았음. 해비치 워낙 유명했었으나ㅡ 세월의 흔적으로인해 객실 컨디션은 좋지는 않으나ㅡ 거실과 방에서 보는 바다뷰 풍경은 정말 예뻤음. 체크인때 혼자 넥타이 메지않은 남직원 불친절에 설명도 대충해서 짜증났음. 뷔페.수영장 관련 물어보니 직접가서 물어보라나? 대응도 틱틱거림ㅡ 객실에서 0번누르니 여직원이 죄송하다고 부대시설 친절히 전부다시 안내해줌. 모두 친절하나ㅡ 그 한분때문에 하루 열 받았음. 7월 리모델링 한다니ㅡ 그뒤 기대해봄,2023-02-13,해비치 호텔&리조트 제주,제주
,2023-06-11,해비치 호텔&리조트 제주,제주
모든것이 완벽한 3박4일 숙소 너무 잘썼습니다ㅎㅎ너무 친절하시고 조식 맛도 좋고 잊을 수 없는 제주 여행 감사합니다 ~~ 또 올께요 🙇‍♂️,2023-04-13,해비치 호텔&리조트 제주,제주
굿,2023-11-21,해비치 호텔&리조트 제주,제주
또 가고싶은 곳이예요~ 최고최고👍🏻,2023-05-01,해비치 호텔&리조트 제주,제주
룸서비스굿,2023-11-17,해비치 호텔&리조트 제주,제주
굿,2023-11-18,해비치 호텔&리조트 제주,제주
조식은 호텔쪽에서커피는 리조트쪽에서호사를 누려보았네요.지하 주차장이 참 넓습니다.꿀 팁,2023-01-23,해비치 호텔&리조트 제주,제주
친절하고 깨쓰해요,2023-06-28,해비치 호텔&리조트 제주,제주
뷰가 좋아요호텔 조식도 좋아요,2023-03-21,해비치 호텔&리조트 제주,제주
호텔과 리조트 모두 숙박해 보았는데 리조트는 평수가 더 넓고 취식 가능해서 좋아요. 사우나 한적해서 이용하기 좋았습니다.,2023-01-24,해비치 호텔&리조트 제주,제주
친절하게 대해주셔서 너무 좋았어요~,2023-07-18,해비치 호텔&리조트 제주,제주
좋아요,2023-06-20,해비치 호텔&리조트 제주,제주
새로 리모델링해서 깔끔하고 쉬기에 좋아요,2023-05-10,해비치 호텔&리조트 제주,제주
6층 뷰입니다 너무 좋은 숙소였어요 감사합니다,2023-01-30,해비치 호텔&리조트 제주,제주
부모님 모시고 잘다녀감,2023-04-23,해비치 호텔&리조트 제주,제주
조식은 호텔쪽에서커피는 리조트쪽에서호사를 누려보았네요.지하 주차장이 참 넓습니다.꿀 팁더보기,2023-01-23,해비치 호텔&리조트 제주,제주
제주에서 해비치 호텔이 좋고 뷔페 정말 괜찮다는 인터넷 SNS보고 모두들 간다고 생각해요.. 저두 그래서 갔다왔는데.. 댓글안달려고 하다가 이렇게 달게되네요. 직원분들이 친절한건 인정합니다. 하지만 뷔페 음식이 정말 가격대비 엉망이구 음료수도 돈주고 사먹어야 되네요.. 12만5천원씩 받으면서 콜라캔 하나 주문하면 7천원입니다.  할말 정말 많지만 이정도로.. 5성급호텔이라면 정말..,2023-03-23,해비치 호텔&리조트 제주,제주
수영장 너무 좋고~ 밤수영도 좋아요,2023-07-17,해비치 호텔&리조트 제주,제주
내사랑 해비치,2023-06-17,해비치 호텔&리조트 제주,제주
제주가면 늘 해비치에서만 숙박해요.깔끔하고 뭐 하나 부족한게 없네요.표선해변따라 산책하는 길도 너무 좋아요,2023-04-05,해비치 호텔&리조트 제주,제주
또 가고 싶네요,2023-06-22,해비치 호텔&리조트 제주,제주
제주 해비치 조식 먹고 커피도 3잔ㅎㅎ,2023-06-10,해비치 호텔&리조트 제주,제주
,2023-06-04,해비치 호텔&리조트 제주,제주
라운딩하기 최고로 좋은 골프장입니다,2023-04-20,해비치 호텔&리조트 제주,제주
수모 빌렷는디 넘 ㄴ좋아요,2023-05-18,해비치 호텔&리조트 제주,제주
또 오고 싶어요.,2023-05-18,해비치 호텔&리조트 제주,제주
"역시 5성급으로 청결, 서비스, 친절, 시설 모두 좋았습니다.",2023-02-03,해비치 호텔&리조트 제주,제주
좋은시간이었습니다!,2023-06-13,해비치 호텔&리조트 제주,제주
빵이 맛있어요,2023-07-08,해비치 호텔&리조트 제주,제주
아기랑 호캉스가기 좋은 곳이에요.수영장도 깔끔하고 목욕 시설도 잘 되어있어요 사우나도 있어서 어른들 즐기기도 좋고 바도 예쁘고유아라면 유아 놀이터에서 놀 수도 있어서 편하게 놀다왔네요~ 방수기저귀도 구비되어있으니 없으신 분들은 호텔에서 구매하세요,2023-02-16,해비치 호텔&리조트 제주,제주
"소금빵, 샌드위치 맛있어요",2023-04-14,해비치 호텔&리조트 제주,제주
3일내내 거의 다를게 없던 조식 잘 먹었습니다.,2023-05-15,해비치 호텔&리조트 제주,제주
베개가 너무 낮아요. 그래도 만족해요,2023-05-15,해비치 호텔&리조트 제주,제주
친절하고 호캉스 하기좋아요^^,2023-01-28,해비치 호텔&리조트 제주,제주
굿,2023-06-20,해비치 호텔&리조트 제주,제주
체크인때 조식당 안내를 좀 더 자세히 해줬으면 좋을거 같아요. 호텔로 잘못갔는데 입구에서 리조트로 알려준게 아니라 접시 들고 있는데 나가라고 안내하니 좀 어처구니 없더군요. 직원 교육이 더 필요할듯합니다. 생수도 2박하는데 2리터짜리 1병 주는건 처음 봤어요. 4명인데. 물 인심 너무 야박하네요.,2023-03-31,해비치 호텔&리조트 제주,제주
시설 깔끔하고 관리가 잘 되어 있었습니다. 모든 직원분들 친절했고 대응이 빨라 투숙기간동안 불편한 점은 크게 없었습니다.,2023-01-29,해비치 호텔&리조트 제주,제주
좋아요.,2023-06-28,해비치 호텔&리조트 제주,제주
침구추가해서 편하게잘잤습니다 다들 친절하세요,2023-04-03,해비치 호텔&리조트 제주,제주
아주 좋아여,2023-09-17,해비치 호텔&리조트 제주,제주
뷰도 좋고 깔끔하고 좋았어요~,2023-03-18,해비치 호텔&리조트 제주,제주
마고빵집 비싸긴 한데 맛있어요,2023-04-01,해비치 호텔&리조트 제주,제주
수영복대여해서놀았어요대여해주니좋네용,2023-02-28,해비치 호텔&리조트 제주,제주
칵테일 맛있어요. 분위기도 좋았구뇨,2023-01-10,해비치 호텔&리조트 제주,제주
해비치 좋은거야 다들 아실꺼고 편하게 쉬다 왔습니다.사진이 없네요,2023-04-16,해비치 호텔&리조트 제주,제주
좋아요,2023-07-20,해비치 호텔&리조트 제주,제주
깨끗하고 뷰도좋고 친절해서 좋았어요,2023-03-09,해비치 호텔&리조트 제주,제주
조용하고 편하고 좋아요,2023-04-22,해비치 호텔&리조트 제주,제주
수영장이 리조트에서 좀 멀고 따로 비용도 내야하는데 아이가 좋아해요그 외에 아이들이 즐길거리가 잘되어 있는편이라 가족단위방문객에게 추천,2023-01-28,해비치 호텔&리조트 제주,제주
.,2023-06-30,해비치 호텔&리조트 제주,제주
